instant,dteday,season,year,month,hours,holiday,weekday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,temp_actual,atemp_actual,hum_actual,windspeed_actual,time_group,temp_category
7708,2011-11-22,Winter,2011,Nov,18,No,Tuesday,Light Rain/Snow,0.44,0.4394,1.0,0.0,0,148,148,18.04,21.97,100.0,0.0,Evening,Mild
7709,2011-11-22,Winter,2011,Nov,19,No,Tuesday,Light Rain/Snow,0.46,0.4545,0.94,0.1045,5,106,111,18.86,22.725,94.0,7.0015,Evening,Mild
7710,2011-11-22,Winter,2011,Nov,20,No,Tuesday,Mist,0.46,0.4545,1.0,0.2239,6,121,127,18.86,22.725,100.0,15.001299999999999,Evening,Mild
7711,2011-11-22,Winter,2011,Nov,21,No,Tuesday,Mist,0.46,0.4545,1.0,0.2537,4,86,90,18.86,22.725,100.0,16.997899999999998,Night,Mild
7712,2011-11-22,Winter,2011,Nov,22,No,Tuesday,Mist,0.5,0.4848,0.94,0.194,6,81,87,20.5,24.240000000000002,94.0,12.998000000000001,Night,Mild
7713,2011-11-22,Winter,2011,Nov,23,No,Tuesday,Mist,0.48,0.4697,0.94,0.2537,3,36,39,19.68,23.485,94.0,16.997899999999998,Night,Mild
7714,2011-11-23,Winter,2011,Nov,0,No,Wednesday,Mist,0.48,0.4697,0.94,0.2537,2,14,16,19.68,23.485,94.0,16.997899999999998,Night,Mild
7715,2011-11-23,Winter,2011,Nov,1,No,Wednesday,Mist,0.48,0.4697,0.94,0.2985,0,8,8,19.68,23.485,94.0,19.999499999999998,Night,Mild
7716,2011-11-23,Winter,2011,Nov,2,No,Wednesday,Light Rain/Snow,0.5,0.4848,0.94,0.3582,1,5,6,20.5,24.240000000000002,94.0,23.9994,Night,Mild
7717,2011-11-23,Winter,2011,Nov,3,No,Wednesday,Light Rain/Snow,0.5,0.4848,0.94,0.3582,1,2,3,20.5,24.240000000000002,94.0,23.9994,Night,Mild
7718,2011-11-23,Winter,2011,Nov,4,No,Wednesday,Light Rain/Snow,0.52,0.5,0.88,0.3582,0,5,5,21.32,25.0,88.0,23.9994,Night,Mild
7719,2011-11-23,Winter,2011,Nov,5,No,Wednesday,Mist,0.46,0.4545,0.94,0.194,1,16,17,18.86,22.725,94.0,12.998000000000001,Night,Mild
7720,2011-11-23,Winter,2011,Nov,6,No,Wednesday,Mist,0.44,0.4394,1.0,0.0,1,68,69,18.04,21.97,100.0,0.0,Morning,Mild
7721,2011-11-23,Winter,2011,Nov,7,No,Wednesday,Mist,0.46,0.4545,1.0,0.0896,2,154,156,18.86,22.725,100.0,6.0032,Morning,Mild
7722,2011-11-23,Winter,2011,Nov,8,No,Wednesday,Mist,0.48,0.4697,0.94,0.1045,7,316,323,19.68,23.485,94.0,7.0015,Morning,Mild
7723,2011-11-23,Winter,2011,Nov,9,No,Wednesday,Mist,0.52,0.5,0.94,0.194,3,164,167,21.32,25.0,94.0,12.998000000000001,Morning,Mild
7724,2011-11-23,Winter,2011,Nov,10,No,Wednesday,Mist,0.52,0.5,0.94,0.194,6,70,76,21.32,25.0,94.0,12.998000000000001,Morning,Mild
7725,2011-11-23,Winter,2011,Nov,11,No,Wednesday,Mist,0.5,0.4848,0.72,0.4179,9,107,116,20.5,24.240000000000002,72.0,27.999299999999998,Morning,Mild
7726,2011-11-23,Winter,2011,Nov,12,No,Wednesday,Clear,0.48,0.4697,0.55,0.4179,9,151,160,19.68,23.485,55.00000000000001,27.999299999999998,Afternoon,Mild
7727,2011-11-23,Winter,2011,Nov,13,No,Wednesday,Mist,0.44,0.4394,0.54,0.4925,12,162,174,18.04,21.97,54.0,32.9975,Afternoon,Mild
7728,2011-11-23,Winter,2011,Nov,14,No,Wednesday,Clear,0.42,0.4242,0.54,0.4627,13,200,213,17.22,21.21,54.0,31.0009,Afternoon,Mild
7729,2011-11-23,Winter,2011,Nov,15,No,Wednesday,Mist,0.42,0.4242,0.54,0.4478,13,194,207,17.22,21.21,54.0,30.002599999999997,Afternoon,Mild
7730,2011-11-23,Winter,2011,Nov,16,No,Wednesday,Mist,0.4,0.4091,0.62,0.4627,4,169,173,16.400000000000002,20.455000000000002,62.0,31.0009,Afternoon,Mild
7731,2011-11-23,Winter,2011,Nov,17,No,Wednesday,Light Rain/Snow,0.38,0.3939,0.71,0.3881,7,156,163,15.58,19.695,71.0,26.0027,Evening,Mild
7732,2011-11-23,Winter,2011,Nov,18,No,Wednesday,Mist,0.4,0.4091,0.58,0.5224,7,138,145,16.400000000000002,20.455000000000002,57.99999999999999,35.0008,Evening,Mild
7733,2011-11-23,Winter,2011,Nov,19,No,Wednesday,Clear,0.38,0.3939,0.58,0.3881,6,116,122,15.58,19.695,57.99999999999999,26.0027,Evening,Mild
7734,2011-11-23,Winter,2011,Nov,20,No,Wednesday,Clear,0.36,0.3333,0.62,0.3881,1,67,68,14.76,16.665,62.0,26.0027,Evening,Mild
7735,2011-11-23,Winter,2011,Nov,21,No,Wednesday,Clear,0.36,0.3182,0.57,0.4627,0,66,66,14.76,15.909999999999998,56.99999999999999,31.0009,Night,Mild
7736,2011-11-23,Winter,2011,Nov,22,No,Wednesday,Clear,0.34,0.303,0.61,0.4478,3,59,62,13.940000000000001,15.15,61.0,30.002599999999997,Night,Cold
7737,2011-11-23,Winter,2011,Nov,23,No,Wednesday,Clear,0.34,0.303,0.61,0.3582,4,47,51,13.940000000000001,15.15,61.0,23.9994,Night,Cold
7738,2011-11-24,Winter,2011,Nov,0,Yes,Thursday,Clear,0.32,0.303,0.57,0.2239,1,22,23,13.120000000000001,15.15,56.99999999999999,15.001299999999999,Night,Cold
7739,2011-11-24,Winter,2011,Nov,1,Yes,Thursday,Clear,0.32,0.2879,0.57,0.4179,1,23,24,13.120000000000001,14.395,56.99999999999999,27.999299999999998,Night,Cold
7740,2011-11-24,Winter,2011,Nov,2,Yes,Thursday,Clear,0.3,0.2879,0.61,0.2836,3,19,22,12.299999999999999,14.395,61.0,19.0012,Night,Cold
7741,2011-11-24,Winter,2011,Nov,3,Yes,Thursday,Clear,0.28,0.2879,0.65,0.1343,1,4,5,11.48,14.395,65.0,8.9981,Night,Cold
7742,2011-11-24,Winter,2011,Nov,4,Yes,Thursday,Clear,0.3,0.3182,0.61,0.0896,1,1,2,12.299999999999999,15.909999999999998,61.0,6.0032,Night,Cold
7743,2011-11-24,Winter,2011,Nov,5,Yes,Thursday,Clear,0.3,0.3182,0.61,0.1045,1,10,11,12.299999999999999,15.909999999999998,61.0,7.0015,Night,Cold
7744,2011-11-24,Winter,2011,Nov,6,Yes,Thursday,Clear,0.3,0.3182,0.61,0.0896,1,5,6,12.299999999999999,15.909999999999998,61.0,6.0032,Morning,Cold
7745,2011-11-24,Winter,2011,Nov,7,Yes,Thursday,Clear,0.26,0.2727,0.75,0.1045,9,31,40,10.66,13.635,75.0,7.0015,Morning,Cold
7746,2011-11-24,Winter,2011,Nov,8,Yes,Thursday,Clear,0.3,0.3182,0.65,0.0896,4,42,46,12.299999999999999,15.909999999999998,65.0,6.0032,Morning,Cold
7747,2011-11-24,Winter,2011,Nov,9,Yes,Thursday,Clear,0.34,0.3485,0.61,0.0,13,68,81,13.940000000000001,17.424999999999997,61.0,0.0,Morning,Cold
7748,2011-11-24,Winter,2011,Nov,10,Yes,Thursday,Clear,0.36,0.3788,0.57,0.0,34,64,98,14.76,18.94,56.99999999999999,0.0,Morning,Mild
7749,2011-11-24,Winter,2011,Nov,11,Yes,Thursday,Clear,0.42,0.4242,0.41,0.2985,52,90,142,17.22,21.21,41.0,19.999499999999998,Morning,Mild
7750,2011-11-24,Winter,2011,Nov,12,Yes,Thursday,Clear,0.46,0.4545,0.36,0.2239,62,88,150,18.86,22.725,36.0,15.001299999999999,Afternoon,Mild
7751,2011-11-24,Winter,2011,Nov,13,Yes,Thursday,Clear,0.48,0.4697,0.33,0.2239,84,91,175,19.68,23.485,33.0,15.001299999999999,Afternoon,Mild
7752,2011-11-24,Winter,2011,Nov,14,Yes,Thursday,Clear,0.5,0.4848,0.31,0.2985,74,94,168,20.5,24.240000000000002,31.0,19.999499999999998,Afternoon,Mild
7753,2011-11-24,Winter,2011,Nov,15,Yes,Thursday,Clear,0.5,0.4848,0.31,0.2537,78,71,149,20.5,24.240000000000002,31.0,16.997899999999998,Afternoon,Mild
7754,2011-11-24,Winter,2011,Nov,16,Yes,Thursday,Clear,0.5,0.4848,0.34,0.2836,48,66,114,20.5,24.240000000000002,34.0,19.0012,Afternoon,Mild
7755,2011-11-24,Winter,2011,Nov,17,Yes,Thursday,Clear,0.48,0.4697,0.33,0.1045,34,40,74,19.68,23.485,33.0,7.0015,Evening,Mild
7756,2011-11-24,Winter,2011,Nov,18,Yes,Thursday,Clear,0.42,0.4242,0.5,0.0896,13,24,37,17.22,21.21,50.0,6.0032,Evening,Mild
7757,2011-11-24,Winter,2011,Nov,19,Yes,Thursday,Clear,0.4,0.4091,0.54,0.1045,15,13,28,16.400000000000002,20.455000000000002,54.0,7.0015,Evening,Mild
7758,2011-11-24,Winter,2011,Nov,20,Yes,Thursday,Clear,0.36,0.3485,0.76,0.1642,14,17,31,14.76,17.424999999999997,76.0,11.0014,Evening,Mild
7759,2011-11-24,Winter,2011,Nov,21,Yes,Thursday,Clear,0.36,0.3485,0.71,0.1642,7,19,26,14.76,17.424999999999997,71.0,11.0014,Night,Mild
7760,2011-11-24,Winter,2011,Nov,22,Yes,Thursday,Clear,0.36,0.3485,0.71,0.1642,8,14,22,14.76,17.424999999999997,71.0,11.0014,Night,Mild
7761,2011-11-24,Winter,2011,Nov,23,Yes,Thursday,Clear,0.34,0.3485,0.76,0.1045,2,19,21,13.940000000000001,17.424999999999997,76.0,7.0015,Night,Cold
7762,2011-11-25,Winter,2011,Nov,0,No,Friday,Clear,0.34,0.3333,0.76,0.1642,7,22,29,13.940000000000001,16.665,76.0,11.0014,Night,Cold
7763,2011-11-25,Winter,2011,Nov,1,No,Friday,Clear,0.34,0.3636,0.76,0.0,2,12,14,13.940000000000001,18.18,76.0,0.0,Night,Cold
7764,2011-11-25,Winter,2011,Nov,2,No,Friday,Clear,0.28,0.2879,0.81,0.1045,4,6,10,11.48,14.395,81.0,7.0015,Night,Cold
7765,2011-11-25,Winter,2011,Nov,3,No,Friday,Clear,0.28,0.2879,0.75,0.1045,0,2,2,11.48,14.395,75.0,7.0015,Night,Cold
7766,2011-11-25,Winter,2011,Nov,4,No,Friday,Clear,0.3,0.3182,0.75,0.1045,4,3,7,12.299999999999999,15.909999999999998,75.0,7.0015,Night,Cold
7767,2011-11-25,Winter,2011,Nov,5,No,Friday,Clear,0.28,0.3182,0.75,0.0,2,3,5,11.48,15.909999999999998,75.0,0.0,Night,Cold
7768,2011-11-25,Winter,2011,Nov,6,No,Friday,Clear,0.26,0.2727,0.81,0.1045,4,9,13,10.66,13.635,81.0,7.0015,Morning,Cold
7769,2011-11-25,Winter,2011,Nov,7,No,Friday,Clear,0.26,0.303,0.81,0.0,4,31,35,10.66,15.15,81.0,0.0,Morning,Cold
7770,2011-11-25,Winter,2011,Nov,8,No,Friday,Clear,0.26,0.2727,0.81,0.1343,6,68,74,10.66,13.635,81.0,8.9981,Morning,Cold
7771,2011-11-25,Winter,2011,Nov,9,No,Friday,Clear,0.32,0.3485,0.76,0.0,25,70,95,13.120000000000001,17.424999999999997,76.0,0.0,Morning,Cold
7772,2011-11-25,Winter,2011,Nov,10,No,Friday,Clear,0.36,0.3485,0.71,0.1642,60,82,142,14.76,17.424999999999997,71.0,11.0014,Morning,Mild
7773,2011-11-25,Winter,2011,Nov,11,No,Friday,Clear,0.4,0.4091,0.66,0.1045,99,127,226,16.400000000000002,20.455000000000002,66.0,7.0015,Morning,Mild
7774,2011-11-25,Winter,2011,Nov,12,No,Friday,Clear,0.46,0.4545,0.51,0.1045,126,146,272,18.86,22.725,51.0,7.0015,Afternoon,Mild
7775,2011-11-25,Winter,2011,Nov,13,No,Friday,Clear,0.5,0.4848,0.45,0.2239,143,140,283,20.5,24.240000000000002,45.0,15.001299999999999,Afternoon,Mild
7776,2011-11-25,Winter,2011,Nov,14,No,Friday,Clear,0.52,0.5,0.39,0.2239,122,150,272,21.32,25.0,39.0,15.001299999999999,Afternoon,Mild
7777,2011-11-25,Winter,2011,Nov,15,No,Friday,Clear,0.52,0.5,0.36,0.194,165,145,310,21.32,25.0,36.0,12.998000000000001,Afternoon,Mild
7778,2011-11-25,Winter,2011,Nov,16,No,Friday,Clear,0.5,0.4848,0.39,0.1642,122,139,261,20.5,24.240000000000002,39.0,11.0014,Afternoon,Mild
7779,2011-11-25,Winter,2011,Nov,17,No,Friday,Clear,0.5,0.4848,0.34,0.1045,57,127,184,20.5,24.240000000000002,34.0,7.0015,Evening,Mild
7780,2011-11-25,Winter,2011,Nov,18,No,Friday,Clear,0.46,0.4545,0.44,0.0896,45,108,153,18.86,22.725,44.0,6.0032,Evening,Mild
7781,2011-11-25,Winter,2011,Nov,19,No,Friday,Clear,0.42,0.4242,0.67,0.0,38,96,134,17.22,21.21,67.0,0.0,Evening,Mild
7782,2011-11-25,Winter,2011,Nov,20,No,Friday,Clear,0.4,0.4091,0.58,0.0896,19,76,95,16.400000000000002,20.455000000000002,57.99999999999999,6.0032,Evening,Mild
7783,2011-11-25,Winter,2011,Nov,21,No,Friday,Clear,0.36,0.3788,0.71,0.0,24,61,85,14.76,18.94,71.0,0.0,Night,Mild
7784,2011-11-25,Winter,2011,Nov,22,No,Friday,Clear,0.34,0.3485,0.71,0.0896,12,46,58,13.940000000000001,17.424999999999997,71.0,6.0032,Night,Cold
7785,2011-11-25,Winter,2011,Nov,23,No,Friday,Clear,0.34,0.3485,0.76,0.1045,5,28,33,13.940000000000001,17.424999999999997,76.0,7.0015,Night,Cold
7786,2011-11-26,Winter,2011,Nov,0,No,Saturday,Clear,0.34,0.3485,0.76,0.1045,9,38,47,13.940000000000001,17.424999999999997,76.0,7.0015,Night,Cold
7787,2011-11-26,Winter,2011,Nov,1,No,Saturday,Clear,0.32,0.3333,0.76,0.0896,5,24,29,13.120000000000001,16.665,76.0,6.0032,Night,Cold
7788,2011-11-26,Winter,2011,Nov,2,No,Saturday,Clear,0.3,0.3182,0.81,0.1045,3,20,23,12.299999999999999,15.909999999999998,81.0,7.0015,Night,Cold
7789,2011-11-26,Winter,2011,Nov,3,No,Saturday,Clear,0.3,0.3333,0.81,0.0,8,9,17,12.299999999999999,16.665,81.0,0.0,Night,Cold
7790,2011-11-26,Winter,2011,Nov,4,No,Saturday,Clear,0.3,0.3333,0.81,0.0,0,4,4,12.299999999999999,16.665,81.0,0.0,Night,Cold
7791,2011-11-26,Winter,2011,Nov,5,No,Saturday,Clear,0.3,0.3182,0.75,0.1045,0,3,3,12.299999999999999,15.909999999999998,75.0,7.0015,Night,Cold
7792,2011-11-26,Winter,2011,Nov,6,No,Saturday,Mist,0.3,0.3182,0.75,0.0896,2,8,10,12.299999999999999,15.909999999999998,75.0,6.0032,Morning,Cold
7793,2011-11-26,Winter,2011,Nov,7,No,Saturday,Clear,0.26,0.2727,0.87,0.1045,4,13,17,10.66,13.635,87.0,7.0015,Morning,Cold
7794,2011-11-26,Winter,2011,Nov,8,No,Saturday,Clear,0.32,0.3333,0.76,0.0896,10,50,60,13.120000000000001,16.665,76.0,6.0032,Morning,Cold
7795,2011-11-26,Winter,2011,Nov,9,No,Saturday,Clear,0.34,0.3485,0.76,0.0896,16,67,83,13.940000000000001,17.424999999999997,76.0,6.0032,Morning,Cold
7796,2011-11-26,Winter,2011,Nov,10,No,Saturday,Clear,0.36,0.3788,0.81,0.0,57,84,141,14.76,18.94,81.0,0.0,Morning,Mild
7797,2011-11-26,Winter,2011,Nov,11,No,Saturday,Clear,0.4,0.4091,0.62,0.1045,107,123,230,16.400000000000002,20.455000000000002,62.0,7.0015,Morning,Mild
7798,2011-11-26,Winter,2011,Nov,12,No,Saturday,Clear,0.44,0.4394,0.51,0.0,137,172,309,18.04,21.97,51.0,0.0,Afternoon,Mild
7799,2011-11-26,Winter,2011,Nov,13,No,Saturday,Clear,0.48,0.4697,0.44,0.0,177,148,325,19.68,23.485,44.0,0.0,Afternoon,Mild
7800,2011-11-26,Winter,2011,Nov,14,No,Saturday,Mist,0.48,0.4697,0.48,0.1343,141,158,299,19.68,23.485,48.0,8.9981,Afternoon,Mild
7801,2011-11-26,Winter,2011,Nov,15,No,Saturday,Mist,0.5,0.4848,0.42,0.1045,154,160,314,20.5,24.240000000000002,42.0,7.0015,Afternoon,Mild
7802,2011-11-26,Winter,2011,Nov,16,No,Saturday,Mist,0.46,0.4545,0.47,0.1343,137,138,275,18.86,22.725,47.0,8.9981,Afternoon,Mild
7803,2011-11-26,Winter,2011,Nov,17,No,Saturday,Mist,0.46,0.4545,0.47,0.1343,62,122,184,18.86,22.725,47.0,8.9981,Evening,Mild
7804,2011-11-26,Winter,2011,Nov,18,No,Saturday,Mist,0.42,0.4242,0.62,0.1642,67,118,185,17.22,21.21,62.0,11.0014,Evening,Mild
7805,2011-11-26,Winter,2011,Nov,19,No,Saturday,Mist,0.4,0.4091,0.71,0.0896,46,100,146,16.400000000000002,20.455000000000002,71.0,6.0032,Evening,Mild
7806,2011-11-26,Winter,2011,Nov,20,No,Saturday,Mist,0.42,0.4242,0.58,0.0,55,86,141,17.22,21.21,57.99999999999999,0.0,Evening,Mild
7807,2011-11-26,Winter,2011,Nov,21,No,Saturday,Mist,0.38,0.3939,0.82,0.0,20,72,92,15.58,19.695,82.0,0.0,Night,Mild
7808,2011-11-26,Winter,2011,Nov,22,No,Saturday,Mist,0.38,0.3939,0.76,0.0,14,51,65,15.58,19.695,76.0,0.0,Night,Mild
7809,2011-11-26,Winter,2011,Nov,23,No,Saturday,Clear,0.36,0.3788,0.81,0.0,18,51,69,14.76,18.94,81.0,0.0,Night,Mild
7810,2011-11-27,Winter,2011,Nov,0,No,Sunday,Clear,0.36,0.3788,0.81,0.0,7,39,46,14.76,18.94,81.0,0.0,Night,Mild
7811,2011-11-27,Winter,2011,Nov,1,No,Sunday,Clear,0.36,0.3788,0.81,0.0,9,35,44,14.76,18.94,81.0,0.0,Night,Mild
7812,2011-11-27,Winter,2011,Nov,2,No,Sunday,Clear,0.34,0.3636,0.81,0.0,9,22,31,13.940000000000001,18.18,81.0,0.0,Night,Cold
7813,2011-11-27,Winter,2011,Nov,3,No,Sunday,Clear,0.34,0.3636,0.87,0.0,9,8,17,13.940000000000001,18.18,87.0,0.0,Night,Cold
7814,2011-11-27,Winter,2011,Nov,4,No,Sunday,Clear,0.34,0.3485,0.87,0.1045,0,4,4,13.940000000000001,17.424999999999997,87.0,7.0015,Night,Cold
7815,2011-11-27,Winter,2011,Nov,5,No,Sunday,Clear,0.36,0.3485,0.87,0.194,0,5,5,14.76,17.424999999999997,87.0,12.998000000000001,Night,Mild
7816,2011-11-27,Winter,2011,Nov,6,No,Sunday,Clear,0.38,0.3939,0.82,0.1642,0,9,9,15.58,19.695,82.0,11.0014,Morning,Mild
7817,2011-11-27,Winter,2011,Nov,7,No,Sunday,Clear,0.38,0.3939,0.87,0.2239,12,11,23,15.58,19.695,87.0,15.001299999999999,Morning,Mild
7818,2011-11-27,Winter,2011,Nov,8,No,Sunday,Clear,0.4,0.4091,0.82,0.2985,6,36,42,16.400000000000002,20.455000000000002,82.0,19.999499999999998,Morning,Mild
7819,2011-11-27,Winter,2011,Nov,9,No,Sunday,Clear,0.46,0.4545,0.72,0.2836,21,90,111,18.86,22.725,72.0,19.0012,Morning,Mild
7820,2011-11-27,Winter,2011,Nov,10,No,Sunday,Clear,0.46,0.4545,0.72,0.2836,58,131,189,18.86,22.725,72.0,19.0012,Morning,Mild
7821,2011-11-27,Winter,2011,Nov,11,No,Sunday,Clear,0.5,0.4848,0.63,0.3582,83,157,240,20.5,24.240000000000002,63.0,23.9994,Morning,Mild
7822,2011-11-27,Winter,2011,Nov,12,No,Sunday,Clear,0.54,0.5152,0.56,0.2836,63,193,256,22.14,25.759999999999998,56.00000000000001,19.0012,Afternoon,Mild
7823,2011-11-27,Winter,2011,Nov,13,No,Sunday,Clear,0.54,0.5152,0.6,0.194,97,216,313,22.14,25.759999999999998,60.0,12.998000000000001,Afternoon,Mild
7824,2011-11-27,Winter,2011,Nov,14,No,Sunday,Clear,0.62,0.6212,0.43,0.4627,113,200,313,25.419999999999998,31.06,43.0,31.0009,Afternoon,Mild
7825,2011-11-27,Winter,2011,Nov,15,No,Sunday,Clear,0.62,0.6212,0.43,0.2836,96,221,317,25.419999999999998,31.06,43.0,19.0012,Afternoon,Mild
7826,2011-11-27,Winter,2011,Nov,16,No,Sunday,Clear,0.56,0.5303,0.52,0.2537,94,229,323,22.96,26.515,52.0,16.997899999999998,Afternoon,Mild
7827,2011-11-27,Winter,2011,Nov,17,No,Sunday,Clear,0.54,0.5152,0.56,0.194,37,167,204,22.14,25.759999999999998,56.00000000000001,12.998000000000001,Evening,Mild
7828,2011-11-27,Winter,2011,Nov,18,No,Sunday,Clear,0.5,0.4848,0.63,0.1642,25,130,155,20.5,24.240000000000002,63.0,11.0014,Evening,Mild
7829,2011-11-27,Winter,2011,Nov,19,No,Sunday,Clear,0.48,0.4697,0.67,0.2239,30,109,139,19.68,23.485,67.0,15.001299999999999,Evening,Mild
7830,2011-11-27,Winter,2011,Nov,20,No,Sunday,Clear,0.5,0.4848,0.63,0.2537,10,94,104,20.5,24.240000000000002,63.0,16.997899999999998,Evening,Mild
7831,2011-11-27,Winter,2011,Nov,21,No,Sunday,Clear,0.48,0.4697,0.67,0.2836,13,75,88,19.68,23.485,67.0,19.0012,Night,Mild
7832,2011-11-27,Winter,2011,Nov,22,No,Sunday,Clear,0.48,0.4697,0.72,0.2537,13,53,66,19.68,23.485,72.0,16.997899999999998,Night,Mild
7833,2011-11-27,Winter,2011,Nov,23,No,Sunday,Clear,0.48,0.4697,0.72,0.2537,5,27,32,19.68,23.485,72.0,16.997899999999998,Night,Mild
7834,2011-11-28,Winter,2011,Nov,0,No,Monday,Clear,0.46,0.4545,0.77,0.2836,6,10,16,18.86,22.725,77.0,19.0012,Night,Mild
7835,2011-11-28,Winter,2011,Nov,1,No,Monday,Clear,0.46,0.4545,0.77,0.2985,1,12,13,18.86,22.725,77.0,19.999499999999998,Night,Mild
7836,2011-11-28,Winter,2011,Nov,3,No,Monday,Clear,0.44,0.4394,0.88,0.2239,1,4,5,18.04,21.97,88.0,15.001299999999999,Night,Mild
7837,2011-11-28,Winter,2011,Nov,4,No,Monday,Clear,0.44,0.4394,0.82,0.0896,0,4,4,18.04,21.97,82.0,6.0032,Night,Mild
7838,2011-11-28,Winter,2011,Nov,5,No,Monday,Clear,0.4,0.4091,0.87,0.0,0,34,34,16.400000000000002,20.455000000000002,87.0,0.0,Night,Mild
7839,2011-11-28,Winter,2011,Nov,6,No,Monday,Clear,0.42,0.4242,0.82,0.0896,6,98,104,17.22,21.21,82.0,6.0032,Morning,Mild
7840,2011-11-28,Winter,2011,Nov,7,No,Monday,Clear,0.42,0.4242,0.88,0.0,7,270,277,17.22,21.21,88.0,0.0,Morning,Mild
7841,2011-11-28,Winter,2011,Nov,8,No,Monday,Mist,0.42,0.4242,0.94,0.0,13,394,407,17.22,21.21,94.0,0.0,Morning,Mild
7842,2011-11-28,Winter,2011,Nov,9,No,Monday,Mist,0.44,0.4394,0.88,0.2239,17,191,208,18.04,21.97,88.0,15.001299999999999,Morning,Mild
7843,2011-11-28,Winter,2011,Nov,10,No,Monday,Mist,0.48,0.4697,0.77,0.1343,21,86,107,19.68,23.485,77.0,8.9981,Morning,Mild
7844,2011-11-28,Winter,2011,Nov,11,No,Monday,Mist,0.52,0.5,0.68,0.1045,11,107,118,21.32,25.0,68.0,7.0015,Morning,Mild
7845,2011-11-28,Winter,2011,Nov,12,No,Monday,Clear,0.56,0.5303,0.6,0.1045,13,165,178,22.96,26.515,60.0,7.0015,Afternoon,Mild
7846,2011-11-28,Winter,2011,Nov,13,No,Monday,Mist,0.58,0.5455,0.56,0.0,25,137,162,23.779999999999998,27.275,56.00000000000001,0.0,Afternoon,Mild
7847,2011-11-28,Winter,2011,Nov,14,No,Monday,Clear,0.6,0.6212,0.56,0.0,14,129,143,24.599999999999998,31.06,56.00000000000001,0.0,Afternoon,Mild
7848,2011-11-28,Winter,2011,Nov,15,No,Monday,Clear,0.58,0.5455,0.6,0.1642,18,132,150,23.779999999999998,27.275,60.0,11.0014,Afternoon,Mild
7849,2011-11-28,Winter,2011,Nov,16,No,Monday,Clear,0.56,0.5303,0.6,0.194,24,240,264,22.96,26.515,60.0,12.998000000000001,Afternoon,Mild
7850,2011-11-28,Winter,2011,Nov,17,No,Monday,Clear,0.58,0.5455,0.56,0.194,24,444,468,23.779999999999998,27.275,56.00000000000001,12.998000000000001,Evening,Mild
7851,2011-11-28,Winter,2011,Nov,18,No,Monday,Clear,0.56,0.5303,0.64,0.2239,20,396,416,22.96,26.515,64.0,15.001299999999999,Evening,Mild
7852,2011-11-28,Winter,2011,Nov,19,No,Monday,Clear,0.54,0.5152,0.73,0.2239,4,260,264,22.14,25.759999999999998,73.0,15.001299999999999,Evening,Mild
7853,2011-11-28,Winter,2011,Nov,20,No,Monday,Mist,0.54,0.5152,0.73,0.2537,12,206,218,22.14,25.759999999999998,73.0,16.997899999999998,Evening,Mild
7854,2011-11-28,Winter,2011,Nov,21,No,Monday,Mist,0.54,0.5152,0.77,0.2239,4,152,156,22.14,25.759999999999998,77.0,15.001299999999999,Night,Mild
7855,2011-11-28,Winter,2011,Nov,22,No,Monday,Mist,0.52,0.5,0.83,0.1045,7,102,109,21.32,25.0,83.0,7.0015,Night,Mild
7856,2011-11-28,Winter,2011,Nov,23,No,Monday,Mist,0.52,0.5,0.83,0.1343,5,41,46,21.32,25.0,83.0,8.9981,Night,Mild
7857,2011-11-29,Winter,2011,Nov,0,No,Tuesday,Clear,0.52,0.5,0.83,0.0,4,18,22,21.32,25.0,83.0,0.0,Night,Mild
7858,2011-11-29,Winter,2011,Nov,1,No,Tuesday,Clear,0.52,0.5,0.83,0.0896,1,16,17,21.32,25.0,83.0,6.0032,Night,Mild
7859,2011-11-29,Winter,2011,Nov,2,No,Tuesday,Mist,0.5,0.4848,0.88,0.0,0,5,5,20.5,24.240000000000002,88.0,0.0,Night,Mild
7860,2011-11-29,Winter,2011,Nov,3,No,Tuesday,Mist,0.5,0.4848,0.88,0.0,0,2,2,20.5,24.240000000000002,88.0,0.0,Night,Mild
7861,2011-11-29,Winter,2011,Nov,4,No,Tuesday,Mist,0.52,0.5,0.83,0.3284,1,5,6,21.32,25.0,83.0,22.0028,Night,Mild
7862,2011-11-29,Winter,2011,Nov,5,No,Tuesday,Clear,0.5,0.4848,0.88,0.2836,1,21,22,20.5,24.240000000000002,88.0,19.0012,Night,Mild
7863,2011-11-29,Winter,2011,Nov,6,No,Tuesday,Clear,0.52,0.5,0.83,0.2836,1,88,89,21.32,25.0,83.0,19.0012,Morning,Mild
7864,2011-11-29,Winter,2011,Nov,7,No,Tuesday,Clear,0.52,0.5,0.77,0.2239,12,330,342,21.32,25.0,77.0,15.001299999999999,Morning,Mild
7865,2011-11-29,Winter,2011,Nov,8,No,Tuesday,Clear,0.54,0.5152,0.77,0.2836,9,440,449,22.14,25.759999999999998,77.0,19.0012,Morning,Mild
7866,2011-11-29,Winter,2011,Nov,9,No,Tuesday,Light Rain/Snow,0.56,0.5303,0.73,0.4179,5,197,202,22.96,26.515,73.0,27.999299999999998,Morning,Mild
7867,2011-11-29,Winter,2011,Nov,10,No,Tuesday,Light Rain/Snow,0.56,0.5303,0.73,0.4179,2,34,36,22.96,26.515,73.0,27.999299999999998,Morning,Mild
